rowkey,source_date,location,radius,confidence,mode,satellite,kecamatan,kabupaten,provinsi,created_at,original_id
54ccb5c0-b71c-403c-a306-6b45d695975a,2021-04-20 06:35:26,0101000020E6100000086402C0693E594013F8BB5E3788FFBF,1125,8,pixel,snpp,Pancung Soal,Pesisir Selatan,Sumatera Barat,2021-04-20 08:42:20.129027,276807
f7f44b8a-78f6-48c7-aea0-ef6cbcbbf0e3,2021-04-20 06:35:26,0101000020E61000008CC1FD5FF96459404CC584A0BC3207C0,1125,8,pixel,snpp,Muko Muko Selatan,Muko-Muko,Bengkulu,2021-04-20 08:42:20.129027,276834
f556925f-f69b-495c-91ff-b07487330933,2021-04-20 06:35:26,0101000020E61000002081FDDFEA605940C13F4220D91C06C0,1125,8,pixel,snpp,Muko Muko Selatan,Muko-Muko,Bengkulu,2021-04-20 08:42:20.129027,276835
0a8c94e1-5b2e-47ef-990b-7a5a540a9cde,2021-04-20 06:35:26,0101000020E610000046C10080AB8B5A40845DFB9F4F3E02C0,1125,8,pixel,snpp,Pangkalan Baru,Bangka Tengah,Kep. Bangka Belitung,2021-04-20 08:42:20.129027,276833
34d575bc-7fd9-4ec0-a581-f5818ee7cc55,2021-04-20 06:35:26,0101000020E610000039EC00804AA65A40F92A9E1FEB4604C0,1125,8,pixel,snpp,Koba,Bangka Tengah,Kep. Bangka Belitung,2021-04-20 08:42:20.129027,276832
7941bc2e-cd0a-488d-97a3-0e30b044c0ed,2021-04-20 06:35:26,0101000020E610000054BD04C09BAB5A405624AAE0859F08C0,1125,8,pixel,snpp,Toboali,Bangka Selatan,Kep. Bangka Belitung,2021-04-20 08:42:20.129027,276827
f1a8a428-3d19-4a20-9cc7-08d0c322903e,2021-04-20 06:35:26,0101000020E6100000AECFFF1F25B459407B0EB07F6C2011C0,1125,8,pixel,snpp,Semidang Alas,Seluma,Bengkulu,2021-04-20 08:42:20.129027,276820
b6a38e4c-bf71-4ca0-84c2-b36c187f34db,2021-04-20 06:35:26,0101000020E6100000CB450060CAD45A409F1948401AE018C0,1125,8,pixel,snpp,Rawamerta,Karawang,Jawa Barat,2021-04-20 08:42:20.129027,276819
d38c2431-4a0c-4ebc-812a-37bf3e0a7750,2021-04-20 06:35:26,0101000020E610000009A3FE1FCCD45A40B4BEF51FA1DF18C0,1125,8,pixel,snpp,Rawamerta,Karawang,Jawa Barat,2021-04-20 08:42:20.129027,276818
08a0a9d2-3286-489d-99cf-97862a205a8a,2021-04-20 06:35:26,0101000020E610000085450380BCB95A40D0E1106047C219C0,1125,8,pixel,snpp,Gunungputri,Bogor,Jawa Barat,2021-04-20 08:42:20.129027,276817
e8d367c4-8ad2-4714-a4f5-e4c2f810602d,2021-04-20 06:35:26,0101000020E61000001AAAFFFF81B95A405D4B4C40E1C219C0,1125,8,pixel,snpp,Gunungputri,Bogor,Jawa Barat,2021-04-20 08:42:20.129027,276816
9d06d33b-e0df-467e-901a-c1359484c9be,2021-04-20 06:35:26,0101000020E61000003CB801C0ADB95840C464C3FDF43DEDBF,1125,8,pixel,snpp,Siberut Barat,Kepulauan Mentawai,Sumatera Barat,2021-04-20 08:42:20.129027,276810
45d4f5c8-5f6d-4732-b013-43fd2c6eecbf,2021-04-20 06:35:26,0101000020E61000009F6DFB3F83F9584088AD0B058D15D5BF,1125,8,pixel,snpp,Tanjung Mutiara,Agam,Sumatera Barat,2021-04-20 08:42:20.129027,276811
09b0afa2-7ac3-44f3-9265-5f9544cb6eb9,2021-04-20 06:35:26,0101000020E61000000D9603A03E135940F5F55BBF89060340,1125,8,pixel,snpp,Panei Tengah,Labuhanbatu,Sumatera Utara,2021-04-20 08:42:20.129027,276815
a3d42bca-704f-4490-acb6-1a7d4ed6f546,2021-04-20 06:35:26,0101000020E6100000A6ED04A03613594086ACD11F580D0340,1125,8,pixel,snpp,Panei Tengah,Labuhanbatu,Sumatera Utara,2021-04-20 08:42:20.129027,276814
1806fd5d-27b7-4e3a-baef-98b17ac6cfb7,2021-04-20 06:35:26,0101000020E6100000B8990280003359406068BFFFA0070040,1125,7,pixel,snpp,Bangko,Rokan Hilir,Riau,2021-04-20 08:42:20.129027,276813
5d15475d-5526-4fe2-847d-b52cba95fae8,2021-04-20 06:35:26,0101000020E6100000BE700060E9F959406FDC20629CC2EF3F,1125,8,pixel,snpp,Bulang,Batam,Kep. Riau,2021-04-20 08:42:20.129027,276812
ddf2e500-b1b1-431a-9f1d-4aeb914e9e0b,2021-04-20 06:35:26,0101000020E6100000AE9003C002435B402836721FB1C4D53F,1125,8,pixel,snpp,Mempawah Timur,Pontianak,Kalimantan Barat,2021-04-20 08:42:20.129027,276809
83a282fd-75df-47f4-a8cd-3e2f8a246366,2021-04-20 06:35:26,0101000020E6100000B2C204A0177A5B40842B5E347DD9B23F,1125,8,pixel,snpp,Tayan Hilir,Sanggau,Kalimantan Barat,2021-04-20 08:42:20.129027,276808
d0fe7de6-a384-4846-8b2f-cca50f505f8d,2021-04-20 02:04:00,0101000020E6100000020000E015525E40000000C0ECF720C0,3000,8,cluster,terra,Aesesa,Nagekeo,Nusa Tenggara Timur,2021-04-20 09:42:19.706715,3295346
aba764b9-50a0-459f-95a3-5d7c2c5c2269,2021-04-20 02:04:00,0101000020E6100000010000C0EE1D5E40000000A0433A21C0,3000,8,cluster,terra,Langkerembong,Manggarai,Nusa Tenggara Timur,2021-04-20 09:42:19.706715,3295347
b3b11b7e-37bb-4c21-8dab-fd4d6609c4f3,2021-04-19 13:39:00,0101000020E6100000FEFFFF7FBCDB5F40FFFFFF9F0659F7BF,3000,8,cluster,terra,Obi,Halmahera Selatan,Maluku Utara,2021-04-20 09:42:19.706715,3295348
ce5e2086-5f46-45ac-a405-978b6bbd1369,2021-04-20 02:04:00,0101000020E610000003000040AE995E40FFFFFF1FEAFD0EC0,3000,8,cluster,terra,Bondoala,Konawe,Sulawesi Tenggara,2021-04-20 09:42:19.706715,3295345
e5f231f5-74f7-4ac8-9424-35daed15aa69,2021-04-20 03:40:00,0101000020E6100000FEFFFF7F025E5A40000000E0E8D207C0,3000,8,cluster,terra,Tulung Selapan,Ogan Komering Ilir,Sumatera Selatan,2021-04-20 09:42:19.706715,3295351
ecfebaeb-e0c6-47bf-bab9-05673d13812c,2021-04-20 03:40:00,0101000020E6100000FFFFFFDF76C75A4000000000B95219C0,3000,8,cluster,terra,Cikarang Selatan,Bekasi,Jawa Barat,2021-04-20 09:42:19.706715,3295352
0eb2a3e1-a894-4917-b1ab-44bbc05d0880,2021-04-19 15:16:00,0101000020E6100000FDFFFF5F579C5B4000000020182A1EC0,3000,7,cluster,terra,Selo,Boyolali,Jawa Tengah,2021-04-20 09:42:19.706715,3295349
65d9dcf6-a851-4d30-9ae5-f41b12c9d49b,2021-04-20 03:40:00,0101000020E6100000FFFFFF3FB71359400100002038DA0040,3000,8,cluster,terra,Kampung Rakyat,Labuhan Batu Selatan,Sumatera Utara,2021-04-20 09:42:19.706715,3295350
138e3fd7-99ed-4afc-8f45-60b252942dde,2021-04-20 02:04:00,0101000020E6100000020000E015525E40000000C0ECF720C0,3000,8,pixel,terra,Aesesa,Nagekeo,Nusa Tenggara Timur,2021-04-20 09:42:19.917502,276837
8cd085f8-3220-4132-af61-dd88d45a83c1,2021-04-20 02:04:00,0101000020E6100000010000C0EE1D5E40000000A0433A21C0,3000,8,pixel,terra,Langkerembong,Manggarai,Nusa Tenggara Timur,2021-04-20 09:42:19.917502,276838
da095966-6226-47c6-ad34-4c4b83b3f0e8,2021-04-19 13:39:00,0101000020E6100000FEFFFF7FBCDB5F40FFFFFF9F0659F7BF,3000,8,pixel,terra,Obi,Halmahera Selatan,Maluku Utara,2021-04-20 09:42:19.917502,276839
c136a114-5f48-426f-bbac-b3f8c34e35ad,2021-04-20 02:04:00,0101000020E610000003000040AE995E40FFFFFF1FEAFD0EC0,3000,8,pixel,terra,Bondoala,Konawe,Sulawesi Tenggara,2021-04-20 09:42:19.917502,276836
14418ddc-643f-42c9-beac-5c41ef6a8680,2021-04-20 03:40:00,0101000020E6100000FEFFFF7F025E5A40000000E0E8D207C0,3000,8,pixel,terra,Tulung Selapan,Ogan Komering Ilir,Sumatera Selatan,2021-04-20 09:42:19.917502,276842
1cab2d54-365e-4fb9-ba46-aeaa16c9d5a9,2021-04-20 03:40:00,0101000020E6100000FFFFFFDF76C75A4000000000B95219C0,3000,8,pixel,terra,Cikarang Selatan,Bekasi,Jawa Barat,2021-04-20 09:42:19.917502,276843
98958838-0b21-4e77-9bcf-b110288b5f7d,2021-04-19 15:16:00,0101000020E6100000FDFFFF5F579C5B4000000020182A1EC0,3000,7,pixel,terra,Selo,Boyolali,Jawa Tengah,2021-04-20 09:42:19.917502,276840
d7e5c6a2-7d9b-4293-8568-38b498583ffd,2021-04-20 03:40:00,0101000020E6100000FFFFFF3FB71359400100002038DA0040,3000,8,pixel,terra,Kampung Rakyat,Labuhan Batu Selatan,Sumatera Utara,2021-04-20 09:42:19.917502,276841
dfecb7ec-7c62-48a9-9caa-fcc9420b8591,2021-04-20 04:57:00,0101000020E6100000010000C07529604001000060195507C0,3000,8,cluster,aqua,Seram Utara,Maluku Tengah,Maluku,2021-04-20 10:42:19.759295,3295353
ed0cbe1e-335e-4116-a814-53a4b10f7442,2021-04-20 04:57:00,0101000020E610000001000090FEDB5F40FFFFFF2FA260F7BF,3414,8,cluster,aqua,Obi,Halmahera Selatan,Maluku Utara,2021-04-20 10:42:19.759295,3295354
0243f2c9-390a-428d-a6c8-2b684833eb68,2021-04-20 04:57:00,0101000020E6100000010000C03C3A5F40FEFFFF9FDFC2F43F,3000,8,cluster,aqua,Tondano Barat,Minahasa,Sulawesi Utara,2021-04-20 10:42:19.759295,3295356
9536c81b-5527-4129-b2f7-6d7526dc70b2,2021-04-20 04:57:00,0101000020E6100000040000006F245F40FFFFFF3FB4D9F23F,3000,8,cluster,aqua,Amurang,Minahasa Selatan,Sulawesi Utara,2021-04-20 10:42:19.759295,3295355
d9978006-5dfc-4adb-88dd-2b6488b531b9,2021-04-20 02:02:00,0101000020E6100000FEFFFF7FC8345E40010000601E95F03F,3000,8,cluster,terra,Baolan,Tolitoli,Sulawesi Tengah,2021-04-20 10:42:19.759295,3295358
b06459f4-3e65-4bc1-bbb2-23ae3806e037,2021-04-20 02:02:00,0101000020E6100000FEFFFF1F123A5F40FEFFFFDF649FF83F,3000,8,cluster,terra,Mapanget,Manado,Sulawesi Utara,2021-04-20 10:42:19.759295,3295357
766ac9af-a542-4393-844e-b5ce691f36cb,2021-04-20 04:57:00,0101000020E6100000010000C07529604001000060195507C0,3000,8,pixel,aqua,Seram Utara,Maluku Tengah,Maluku,2021-04-20 10:42:20.043186,276844
a7c84789-00f2-45d6-88ad-af5e0edf8446,2021-04-20 04:57:00,0101000020E6100000020000E0B3DB5F40FEFFFF9F5363F7BF,3000,8,pixel,aqua,Obi,Halmahera Selatan,Maluku Utara,2021-04-20 10:42:20.043186,276845
11a19af7-ca67-4d5c-b39f-f637e809e98b,2021-04-20 04:57:00,0101000020E6100000FFFFFF3F49DC5F40010000C0F05DF7BF,3000,8,pixel,aqua,Obi,Halmahera Selatan,Maluku Utara,2021-04-20 10:42:20.043186,276846
9c706fb9-bc21-46ba-933e-4f44741076f1,2021-04-20 04:57:00,0101000020E6100000010000C03C3A5F40FEFFFF9FDFC2F43F,3000,8,pixel,aqua,Tondano Barat,Minahasa,Sulawesi Utara,2021-04-20 10:42:20.043186,276848
1ba44864-1c38-40e2-83e5-88170ad698cf,2021-04-20 04:57:00,0101000020E6100000040000006F245F40FFFFFF3FB4D9F23F,3000,8,pixel,aqua,Amurang,Minahasa Selatan,Sulawesi Utara,2021-04-20 10:42:20.043186,276847
066ba27a-c738-4947-b772-1e08985be448,2021-04-20 02:02:00,0101000020E6100000FEFFFF7FC8345E40010000601E95F03F,3000,8,pixel,terra,Baolan,Tolitoli,Sulawesi Tengah,2021-04-20 10:42:20.043186,276850
c5874724-7f45-4c70-a44a-4d402a851ebe,2021-04-20 02:02:00,0101000020E6100000FEFFFF1F123A5F40FEFFFFDF649FF83F,3000,8,pixel,terra,Mapanget,Manado,Sulawesi Utara,2021-04-20 10:42:20.043186,276849
d872cd93-9679-477b-8d2a-8158d1b8e525,2021-04-20 05:44:10,0101000020E61000001DB5FC9F474A5D404B8824406E1522C0,1125,8,cluster,noaa20,Lunyuk,Sumbawa,Nusa Tenggara Barat,2021-04-20 11:42:19.882444,3295361
1f584f75-9d14-48a5-bc1a-b398422c9158,2021-04-20 05:44:10,0101000020E6100000845DFB9F8FC15D40CF241C40E0DB20C0,1125,8,cluster,noaa20,Wera,Bima,Nusa Tenggara Barat,2021-04-20 11:42:19.882444,3295362
09a04670-cb87-4dae-a7b5-fe7147332fee,2021-04-20 05:44:10,0101000020E6100000AECFFF1F65F95D40A190F0FFDB4523C0,1125,8,cluster,noaa20,Lewa,Sumba Timur,Nusa Tenggara Timur,2021-04-20 11:42:19.882444,3295360
9bbcb3c7-2da0-4bd9-8a31-e680e95ace09,2021-04-20 05:44:10,0101000020E6100000110701E075295E4001521700155624C0,1125,8,cluster,noaa20,Pahungalodu,Sumba Timur,Nusa Tenggara Timur,2021-04-20 11:42:19.882444,3295359
baf09b1f-dc8c-484c-9188-6d3d900106ea,2021-04-20 05:44:10,0101000020E610000086EAFF7F100F5E4005EFF5FFBB4713C0,1125,8,cluster,noaa20,Mare,Bone,Sulawesi Selatan,2021-04-20 11:42:19.882444,3295381
f3350a27-49e0-4b46-a189-d465dc9aa1a6,2021-04-20 05:44:10,0101000020E61000009E07FB9F51E85C40EA1F6540CDFB0CC0,1125,8,cluster,noaa20,Angsana,Tanahbumbu,Kalimantan Selatan,2021-04-20 11:42:19.882444,3295383
29865bb7-951d-4e1a-96a4-a0fd83d34f38,2021-04-20 05:44:10,0101000020E610000098240130DFC55C40225C3B3004110BC0,1280,8,cluster,noaa20,Pengarom,Banjar,Kalimantan Selatan,2021-04-20 11:42:19.882444,3295386
5210d67d-6583-4f7c-b6e7-c6acdfd6f2ed,2021-04-20 05:44:10,0101000020E6100000C9B8FB7FC9CB5C4057890500BF4D0CC0,1125,8,cluster,noaa20,Aranio,Banjar,Kalimantan Selatan,2021-04-20 11:42:19.882444,3295384
5661527a-6fdc-4be5-bd64-8b12a8091573,2021-04-20 05:44:10,0101000020E6100000A1BB03C0E1CE5C40703646800D8F07C0,1125,7,cluster,noaa20,Lokpaikat,Tapin,Kalimantan Selatan,2021-04-20 11:42:19.882444,3295392
7d016066-7ba3-4fa5-9a9d-31ccf7e335a1,2021-04-20 05:44:10,0101000020E61000007788FB9F6EDB5C40DEDAD31FAB5502C0,1125,8,cluster,noaa20,Paringin,Balangan,Kalimantan Selatan,2021-04-20 11:42:19.882444,3295398
7286db87-df2b-41e2-8c6f-5401fbcfc2d7,2021-04-20 05:44:10,0101000020E61000003D1E02609FEF5C40AA317C9F05EC02C0,1125,8,cluster,noaa20,Halong,Balangan,Kalimantan Selatan,2021-04-20 11:42:19.882444,3295396
946b90b0-6f3a-4a1e-bd24-07f440ecdf17,2021-04-20 05:44:10,0101000020E61000004600FDDF0D175D4003B2959F6DD804C0,1125,8,cluster,noaa20,Pamukan Selatan,Baru,Kalimantan Selatan,2021-04-20 11:42:19.882444,3295394
5ccfe871-61f7-4282-9865-330e1b74c351,2021-04-20 05:44:10,0101000020E6100000F369FC5F81165D400ED43100B7D304C0,1125,8,cluster,noaa20,Sampanahan,Baru,Kalimantan Selatan,2021-04-20 11:42:19.882444,3295395
92fdad51-85d6-4222-b08d-ce19cea54326,2021-04-20 05:44:10,0101000020E61000006EA6002080CA5D4080AB6500E27D06C0,1125,8,cluster,noaa20,Buntumalangka,Mamasa,Sulawesi Barat,2021-04-20 11:42:19.882444,3295385
91754e97-a0db-414e-8a89-f94cfd858638,2021-04-20 05:44:10,0101000020E610000035F9FBFF17125E40FCA2EB5FE58204C0,1125,8,cluster,noaa20,Baebunta,Luwu Utara,Sulawesi Selatan,2021-04-20 11:42:19.882444,3295387
f7e8325b-647c-4933-8502-a8778dbeb4fe,2021-04-20 05:44:10,0101000020E610000043B603E0A5E55D40DDB54260FED502C0,1125,8,cluster,noaa20,Kalumpang,Mamuju,Sulawesi Barat,2021-04-20 11:42:19.882444,3295391
78d57f25-70a0-4791-8606-0dfb9a156e7c,2021-04-20 05:44:10,0101000020E610000075B0FECFE1E05D4053E9E57F0BB503C0,1280,8,cluster,noaa20,Kalumpang,Mamuju,Sulawesi Barat,2021-04-20 11:42:19.882444,3295389
38ea9747-1a86-4a1e-8c9d-394d8b1af8e1,2021-04-20 05:44:10,0101000020E6100000D54EFF1F48DF5D40EC97DBFFF80904C0,1125,8,cluster,noaa20,Kalumpang,Mamuju,Sulawesi Barat,2021-04-20 11:42:19.882444,3295388
58128dcc-d5a0-4851-95dd-d5b17781eade,2021-04-20 05:44:10,0101000020E610000059ACFABF57DE5D4084C8D8BFA126FCBF,1125,8,cluster,noaa20,Dapurang,Mamuju Utara,Sulawesi Barat,2021-04-20 11:42:19.882444,3295397
4a069c45-9ed9-432a-85c0-6ce9e69dc21a,2021-04-20 05:44:10,0101000020E6100000179F02607CFD5D4049F0E95EE5D8D3BF,1125,8,cluster,noaa20,Toribulu,Parigimoutong,Sulawesi Tengah,2021-04-20 11:42:19.882444,3295409
6ec3c802-cb51-4828-9b03-66b70f743e1d,2021-04-20 05:44:10,0101000020E6100000247402609D885C4057389380E2B1F4BF,1125,8,cluster,noaa20,Mantangai,Kapuas,Kalimantan Tengah,2021-04-20 11:42:19.882444,3295408
098658b0-0ccf-48bf-a3da-0014622eb05e,2021-04-20 05:44:10,0101000020E61000008584FFDF1E935C40C5EDC83FD0D509C0,1125,8,cluster,noaa20,Tamban Catur,Kapuas,Kalimantan Tengah,2021-04-20 11:42:19.882444,3295390
768e0fd7-01c7-4537-b321-047cca841231,2021-04-20 05:44:10,0101000020E610000050CAFF3FE9545C401FC2953F219309C0,1125,8,cluster,noaa20,Katingankuala,Katingan,Kalimantan Tengah,2021-04-20 11:42:19.882444,3295393
a894cb4e-d289-44fc-9643-ddb9b0995602,2021-04-20 05:44:10,0101000020E61000001B4FFCFF95CB5B4044EF7D3F6FF904C0,1125,8,cluster,noaa20,Sukamara,Sukamara,Kalimantan Tengah,2021-04-20 11:42:19.882444,3295401
a84d2aaf-7e89-4091-a645-f115ae3adc67,2021-04-20 05:44:10,0101000020E6100000F89BFD3F96D55B4043E4572038A600C0,1125,8,cluster,noaa20,Bulik,Lamandau,Kalimantan Tengah,2021-04-20 11:42:19.882444,3295404
dcd0892c-e748-478d-a237-d1ac25fda18b,2021-04-20 05:44:10,0101000020E61000001E1BFD3FF99B5B40F43BA81F2F4F00C0,1125,8,cluster,noaa20,Matan Hilir Selatan,Ketapang,Kalimantan Barat,2021-04-20 11:42:19.882444,3295406
3acb878c-bedc-4071-ac09-8ae0229d2807,2021-04-20 05:44:10,0101000020E6100000D3A90220749B5B407C129680B15100C0,1125,8,cluster,noaa20,Matan Hilir Selatan,Ketapang,Kalimantan Barat,2021-04-20 11:42:19.882444,3295407
600b29d7-33f7-4855-a4c3-4a7b56342309,2021-04-20 05:44:10,0101000020E6100000D7F3FB1F1C9C5B40B70DA320786C00C0,1125,8,cluster,noaa20,Matan Hilir Selatan,Ketapang,Kalimantan Barat,2021-04-20 11:42:19.882444,3295405
c7d12f68-2f20-4fbf-be23-0bad4f55a531,2021-04-20 05:44:10,0101000020E6100000CB4500606A985B40DE6709F0E5A302C0,1280,8,cluster,noaa20,Kendawangan,Ketapang,Kalimantan Barat,2021-04-20 11:42:19.882444,3295402
7414fc1d-a607-4cd6-93c4-09b3cfff02de,2021-04-20 05:44:10,0101000020E610000039EC00804A9B5B4005055220BB1C07C0,1125,8,cluster,noaa20,Kendawangan,Ketapang,Kalimantan Barat,2021-04-20 11:42:19.882444,3295400
4cc3c3f4-528a-47cc-849a-2d1c7e365ad1,2021-04-20 05:44:10,0101000020E6100000A937FE9F9E925B40A17E7AE0216C07C0,1125,8,cluster,noaa20,Kendawangan,Ketapang,Kalimantan Barat,2021-04-20 11:42:19.882444,3295399
64d0f9d3-1821-4c3b-bfe0-085bbe0621d1,2021-04-20 05:44:10,0101000020E61000001B1000A0D3A55A4043D6E80FAC0207C0,1280,8,cluster,noaa20,Toboali,Bangka Selatan,Kep. Bangka Belitung,2021-04-20 11:42:19.882444,3295403
a12eab42-470a-47cb-b8ce-2873c4bac89d,2021-04-20 05:44:10,0101000020E61000003454FFFF83B95A40012A45C05BC319C0,1125,8,cluster,noaa20,Gunungputri,Bogor,Jawa Barat,2021-04-20 11:42:19.882444,3295382
d7b259bd-6fd9-4894-a455-d370a6ee5ebf,2021-04-20 05:44:10,0101000020E6100000D6750360D7215B409539E9BFFFC91BC0,1125,8,cluster,noaa20,Cipicung,Kuningan,Jawa Barat,2021-04-20 11:42:19.882444,3295380
cb884641-c730-40a8-ab99-8bca474ed092,2021-04-20 05:44:10,0101000020E61000000F7AFCFF74965B40E8674DA046151CC0,1125,8,cluster,noaa20,Mijen,Semarang,Jawa Tengah,2021-04-20 11:42:19.882444,3295376
0660d232-89fa-435c-8166-56fedd87e829,2021-04-20 05:44:10,0101000020E61000000B300300CD9D5B40B0F3C2DF27CD1BC0,1125,8,cluster,noaa20,Genuk,Semarang,Jawa Tengah,2021-04-20 11:42:19.882444,3295378
3dc3f71f-bc80-4293-a1a8-98ab6833afe7,2021-04-20 05:44:10,0101000020E61000006D4000800EA35B407C0C1480982B1CC0,1125,8,cluster,noaa20,Mranggen,Demak,Jawa Tengah,2021-04-20 11:42:19.882444,3295374
363593fe-5776-4d59-8b50-3d3ce3c58105,2021-04-20 05:44:10,0101000020E61000008729FCDF72AF5B40B33DBCDF4F521CC0,1125,8,cluster,noaa20,Godong,Grobogan,Jawa Tengah,2021-04-20 11:42:19.882444,3295373
22417f0a-ee2c-4094-b8a7-b439ce062384,2021-04-20 05:44:10,0101000020E61000006F0C01C031A45B405DE13C20F9241CC0,1125,7,cluster,noaa20,Karangawen,Demak,Jawa Tengah,2021-04-20 11:42:19.882444,3295375
402535d5-5368-4fce-b6a5-46e3961c2b92,2021-04-20 05:44:10,0101000020E61000004600FDDF8DB65B40BBCF12E0CB231BC0,1125,7,cluster,noaa20,Bae,Kudus,Jawa Tengah,2021-04-20 11:42:19.882444,3295379
44a54765-a5f1-4d74-8e93-8a0aa7022bc9,2021-04-20 05:44:10,0101000020E61000003A1F015003A35B40A4C7CE5F11BD1BC0,1280,8,cluster,noaa20,Sayung,Demak,Jawa Tengah,2021-04-20 11:42:19.882444,3295377
e32c9cc8-1356-4aea-a874-c14238cf6348,2021-04-20 05:44:10,0101000020E6100000375FFC9F49DA5B40C80FF0FF3EF61BC0,1125,8,cluster,noaa20,Blora,Blora,Jawa Tengah,2021-04-20 11:42:19.882444,3295372
7c0b4bf0-e7f7-4c14-888b-683879f299ed,2021-04-20 05:44:10,0101000020E610000006D7FDDFA8F85B40EC5711A06CB71EC0,1125,8,cluster,noaa20,Loceret,Nganjuk,Jawa Timur,2021-04-20 11:42:19.882444,3295364
7f61217f-32fd-4afe-944d-1cdc01e9d3ee,2021-04-20 05:44:10,0101000020E610000046820420C9005C406167F1FF362D1FC0,1125,7,cluster,noaa20,Kota Kediri,Kediri,Jawa Timur,2021-04-20 11:42:19.882444,3295363
d03841f6-0068-460f-b1f0-18e42b63918f,2021-04-20 05:44:10,0101000020E610000082B8FE9F3B255C403844C3FFA9821DC0,1125,7,cluster,noaa20,Driyorejo,Gresik,Jawa Timur,2021-04-20 11:42:19.882444,3295365
d8d9887e-8ec8-44a4-a52e-499db5819ac3,2021-04-20 05:44:10,0101000020E610000011C8048013A05B40596C30600BB61DC0,1125,8,cluster,noaa20,Ampel,Boyolali,Jawa Tengah,2021-04-20 11:42:19.882444,3295371
c535d376-a04a-41c5-aedc-31fafe892f5d,2021-04-20 05:44:10,0101000020E6100000BD49FC1F5A9C5B40144052C04D2D1EC0,1125,8,cluster,noaa20,Srumbung,Magelang,Jawa Tengah,2021-04-20 11:42:19.882444,3295370
082eac74-30e5-4a8a-8a2b-45cf87b08149,2021-04-20 05:44:10,0101000020E610000060AAFCDFCFB05B40B08B2640E2451EC0,1125,7,cluster,noaa20,Kartasura,Sukoharjo,Jawa Tengah,2021-04-20 11:42:19.882444,3295368
173ade40-7106-4457-ae71-d83195496f52,2021-04-20 05:44:10,0101000020E6100000CED20440CBAC5B4055E408002B271EC0,1125,7,cluster,noaa20,Banyudono,Boyolali,Jawa Tengah,2021-04-20 11:42:19.882444,3295369
53e4e587-b1ad-41d3-9d36-0ebe00241e48,2021-04-20 05:44:10,0101000020E610000047E804C0FAB25B40F1F321A0A9501EC0,1125,7,cluster,noaa20,Grogol,Sukoharjo,Jawa Tengah,2021-04-20 11:42:19.882444,3295367
b07d3158-d60d-43f5-835a-71384f53187a,2021-04-20 05:44:10,0101000020E610000086EAFF7F10BA5B4050DEE8DF05541EC0,1125,8,cluster,noaa20,Jaten,Karanganyar,Jawa Tengah,2021-04-20 11:42:19.882444,3295366
01060b12-b502-4863-8c1f-72b48092d501,2021-04-20 05:44:10,0101000020E61000008B4F01309EA058405C3831A0EEA60C40,1280,8,cluster,noaa20,Binjai Kota,Binjai,Sumatera Utara,2021-04-20 11:42:19.882444,3295413
234e87b6-f56f-411c-9791-53c97b28fb16,2021-04-20 05:44:10,0101000020E61000006110FD7FC1AB5940DB94C020C865F13F,1125,8,cluster,noaa20,Rangsang Barat,Kepulauan Meranti,Riau,2021-04-20 11:42:19.882444,3295412
51e28efa-931d-4254-a363-e309fd97462f,2021-04-20 05:44:10,0101000020E6100000277FFFFF620D5A408158999D0333EA3F,1125,8,cluster,noaa20,Galang,Batam,Kep. Riau,2021-04-20 11:42:19.882444,3295411
b644a56b-c496-405c-8589-1fc959652960,2021-04-20 05:44:10,0101000020E61000008279024099C35E40335DDB1D4A3BE53F,1125,8,cluster,noaa20,Telaga Biru,Gorontalo,Gorontalo,2021-04-20 11:42:19.882444,3295410
1f58aba2-a296-4893-923f-4fadd5bff66a,2021-04-20 05:44:10,0101000020E61000001DB5FC9F474A5D404B8824406E1522C0,1125,8,pixel,noaa20,Lunyuk,Sumbawa,Nusa Tenggara Barat,2021-04-20 11:42:20.142167,276853
77511dd4-9646-41c2-a43b-751f2bd92eb2,2021-04-20 05:44:10,0101000020E6100000845DFB9F8FC15D40CF241C40E0DB20C0,1125,8,pixel,noaa20,Wera,Bima,Nusa Tenggara Barat,2021-04-20 11:42:20.142167,276854
42556a72-427e-474e-b36a-4ae9e584923b,2021-04-20 05:44:10,0101000020E6100000AECFFF1F65F95D40A190F0FFDB4523C0,1125,8,pixel,noaa20,Lewa,Sumba Timur,Nusa Tenggara Timur,2021-04-20 11:42:20.142167,276852
22efcf1e-1048-4b77-be9e-4fea4b25e384,2021-04-20 05:44:10,0101000020E6100000110701E075295E4001521700155624C0,1125,8,pixel,noaa20,Pahungalodu,Sumba Timur,Nusa Tenggara Timur,2021-04-20 11:42:20.142167,276851
92316612-8bca-40e9-b2e6-310aae1c33c1,2021-04-20 05:44:10,0101000020E610000086EAFF7F100F5E4005EFF5FFBB4713C0,1125,8,pixel,noaa20,Mare,Bone,Sulawesi Selatan,2021-04-20 11:42:20.142167,276874
e3236196-84fb-488a-b959-7aae129ce8c5,2021-04-20 05:44:10,0101000020E61000009E07FB9F51E85C40EA1F6540CDFB0CC0,1125,8,pixel,noaa20,Angsana,Tanahbumbu,Kalimantan Selatan,2021-04-20 11:42:20.142167,276876
