rowkey,source_date,location,radius,confidence,mode,satellite,kecamatan,kabupaten,provinsi,created_at,original_id
acf36e62-1072-4502-8d14-33f9fbf4e7e8,2021-04-20 05:44:10,0101000020E610000085450380FCC55C4024204F6074100BC0,1125,8,pixel,noaa20,Pengarom,Banjar,Kalimantan Selatan,2021-04-20 11:42:20.142167,276880
ae957286-8370-4909-a28f-bb81d39e83c8,2021-04-20 05:44:10,0101000020E6100000AC03FFDFC1C55C401F98270094110BC0,1125,8,pixel,noaa20,Pengarom,Banjar,Kalimantan Selatan,2021-04-20 11:42:20.142167,276879
56a7286f-c3dd-40b1-b74b-276512790f5a,2021-04-20 05:44:10,0101000020E6100000C9B8FB7FC9CB5C4057890500BF4D0CC0,1125,8,pixel,noaa20,Aranio,Banjar,Kalimantan Selatan,2021-04-20 11:42:20.142167,276877
c00b8144-1d4b-41da-bd16-cba3b7ceed08,2021-04-20 05:44:10,0101000020E6100000A1BB03C0E1CE5C40703646800D8F07C0,1125,7,pixel,noaa20,Lokpaikat,Tapin,Kalimantan Selatan,2021-04-20 11:42:20.142167,276887
a7578635-6c00-4fe8-a7bb-086a45e6cd94,2021-04-20 05:44:10,0101000020E61000007788FB9F6EDB5C40DEDAD31FAB5502C0,1125,8,pixel,noaa20,Paringin,Balangan,Kalimantan Selatan,2021-04-20 11:42:20.142167,276893
5b392b97-d531-4d1e-a55e-9438502ecb7f,2021-04-20 05:44:10,0101000020E61000003D1E02609FEF5C40AA317C9F05EC02C0,1125,8,pixel,noaa20,Halong,Balangan,Kalimantan Selatan,2021-04-20 11:42:20.142167,276891
82119924-321e-4458-98ae-78407f3c9b28,2021-04-20 05:44:10,0101000020E61000004600FDDF0D175D4003B2959F6DD804C0,1125,8,pixel,noaa20,Pamukan Selatan,Baru,Kalimantan Selatan,2021-04-20 11:42:20.142167,276889
7518024d-ead8-4df4-a91d-58c3b83b4bc2,2021-04-20 05:44:10,0101000020E6100000F369FC5F81165D400ED43100B7D304C0,1125,8,pixel,noaa20,Sampanahan,Baru,Kalimantan Selatan,2021-04-20 11:42:20.142167,276890
a01eb90c-721d-4e72-8993-2710f4110214,2021-04-20 05:44:10,0101000020E61000006EA6002080CA5D4080AB6500E27D06C0,1125,8,pixel,noaa20,Buntumalangka,Mamasa,Sulawesi Barat,2021-04-20 11:42:20.142167,276878
663146ea-2d25-4c4d-80c4-3b2d4fc85c35,2021-04-20 05:44:10,0101000020E610000035F9FBFF17125E40FCA2EB5FE58204C0,1125,8,pixel,noaa20,Baebunta,Luwu Utara,Sulawesi Selatan,2021-04-20 11:42:20.142167,276881
58cd06b2-3cce-4c0e-b1d8-4accef80866d,2021-04-20 05:44:10,0101000020E610000043B603E0A5E55D40DDB54260FED502C0,1125,8,pixel,noaa20,Kalumpang,Mamuju,Sulawesi Barat,2021-04-20 11:42:20.142167,276886
1d2378ed-0801-4c66-8443-aa565761b044,2021-04-20 05:44:10,0101000020E6100000086402C0E9E05D4077478CBF69B903C0,1125,8,pixel,noaa20,Kalumpang,Mamuju,Sulawesi Barat,2021-04-20 11:42:20.142167,276884
9286c018-15cd-477a-8081-361981ea09be,2021-04-20 05:44:10,0101000020E6100000D54EFF1F48DF5D40EC97DBFFF80904C0,1125,8,pixel,noaa20,Kalumpang,Mamuju,Sulawesi Barat,2021-04-20 11:42:20.142167,276882
3c99d755-e666-41bf-9de0-300c877a51e4,2021-04-20 05:44:10,0101000020E6100000E1FCFADFD9E05D40308B3F40ADB003C0,1125,8,pixel,noaa20,Kalumpang,Mamuju,Sulawesi Barat,2021-04-20 11:42:20.142167,276883
4789d925-c23a-4c40-b715-6a27c79fe708,2021-04-20 05:44:10,0101000020E610000059ACFABF57DE5D4084C8D8BFA126FCBF,1125,8,pixel,noaa20,Dapurang,Mamuju Utara,Sulawesi Barat,2021-04-20 11:42:20.142167,276892
4c2ac72d-1eda-4bfa-999d-ae2968b1dd8b,2021-04-20 05:44:10,0101000020E6100000179F02607CFD5D4049F0E95EE5D8D3BF,1125,8,pixel,noaa20,Toribulu,Parigimoutong,Sulawesi Tengah,2021-04-20 11:42:20.142167,276906
677d0835-6e2a-4ca9-9a73-da339ef5cf8b,2021-04-20 05:44:10,0101000020E6100000247402609D885C4057389380E2B1F4BF,1125,8,pixel,noaa20,Mantangai,Kapuas,Kalimantan Tengah,2021-04-20 11:42:20.142167,276905
bf44a6c0-2d13-46ca-ac73-f22035610192,2021-04-20 05:44:10,0101000020E61000008584FFDF1E935C40C5EDC83FD0D509C0,1125,8,pixel,noaa20,Tamban Catur,Kapuas,Kalimantan Tengah,2021-04-20 11:42:20.142167,276885
add314da-d563-4305-accf-e278ccc0815c,2021-04-20 05:44:10,0101000020E610000050CAFF3FE9545C401FC2953F219309C0,1125,8,pixel,noaa20,Katingankuala,Katingan,Kalimantan Tengah,2021-04-20 11:42:20.142167,276888
b81df371-5fb5-46b5-a552-d6e1b12abe42,2021-04-20 05:44:10,0101000020E61000001B4FFCFF95CB5B4044EF7D3F6FF904C0,1125,8,pixel,noaa20,Sukamara,Sukamara,Kalimantan Tengah,2021-04-20 11:42:20.142167,276896
4a3be9f9-0263-4483-9419-60e87a314ac7,2021-04-20 05:44:10,0101000020E6100000F89BFD3F96D55B4043E4572038A600C0,1125,8,pixel,noaa20,Bulik,Lamandau,Kalimantan Tengah,2021-04-20 11:42:20.142167,276901
c8ab5610-c34f-4227-b011-007744653127,2021-04-20 05:44:10,0101000020E61000001E1BFD3FF99B5B40F43BA81F2F4F00C0,1125,8,pixel,noaa20,Matan Hilir Selatan,Ketapang,Kalimantan Barat,2021-04-20 11:42:20.142167,276903
62b1f071-d0f0-4ac6-969c-e1dada1d1d1e,2021-04-20 05:44:10,0101000020E6100000D3A90220749B5B407C129680B15100C0,1125,8,pixel,noaa20,Matan Hilir Selatan,Ketapang,Kalimantan Barat,2021-04-20 11:42:20.142167,276904
f221f1ef-8973-4f10-bceb-5270aa60354b,2021-04-20 05:44:10,0101000020E6100000D7F3FB1F1C9C5B40B70DA320786C00C0,1125,8,pixel,noaa20,Matan Hilir Selatan,Ketapang,Kalimantan Barat,2021-04-20 11:42:20.142167,276902
0bdbd86a-683c-40b6-9b43-2007c050fcbc,2021-04-20 05:44:10,0101000020E6100000B15C040066985B40A2D091E036A002C0,1125,8,pixel,noaa20,Kendawangan,Ketapang,Kalimantan Barat,2021-04-20 11:42:20.142167,276897
6d49bfa8-d5f1-41fb-917e-869ffa6ba66e,2021-04-20 05:44:10,0101000020E6100000E52EFCBF6E985B4019FF80FF94A702C0,1125,8,pixel,noaa20,Kendawangan,Ketapang,Kalimantan Barat,2021-04-20 11:42:20.142167,276898
f22922ed-637c-4acb-8d80-7fe184377da6,2021-04-20 05:44:10,0101000020E610000039EC00804A9B5B4005055220BB1C07C0,1125,8,pixel,noaa20,Kendawangan,Ketapang,Kalimantan Barat,2021-04-20 11:42:20.142167,276895
1117c456-ae22-4ce3-bdcc-1b946b61f647,2021-04-20 05:44:10,0101000020E6100000A937FE9F9E925B40A17E7AE0216C07C0,1125,8,pixel,noaa20,Kendawangan,Ketapang,Kalimantan Barat,2021-04-20 11:42:20.142167,276894
ee9ad0c8-222e-41a9-b20e-ecbdb3df7302,2021-04-20 05:44:10,0101000020E6100000D58DFB7FEAA55A40EBB146A06E0607C0,1125,8,pixel,noaa20,Toboali,Bangka Selatan,Kep. Bangka Belitung,2021-04-20 11:42:20.142167,276900
7e48fa75-e889-4c62-806a-53424deb868a,2021-04-20 05:44:10,0101000020E6100000619204C0BCA55A409AFA8A7FE9FE06C0,1125,8,pixel,noaa20,Toboali,Bangka Selatan,Kep. Bangka Belitung,2021-04-20 11:42:20.142167,276899
c0d5abfa-37b3-4658-9f6b-57964b7b1a3b,2021-04-20 05:44:10,0101000020E61000003454FFFF83B95A40012A45C05BC319C0,1125,8,pixel,noaa20,Gunungputri,Bogor,Jawa Barat,2021-04-20 11:42:20.142167,276875
cf1cdf65-e640-4e51-abca-64c80fa5ec03,2021-04-20 05:44:10,0101000020E6100000D6750360D7215B409539E9BFFFC91BC0,1125,8,pixel,noaa20,Cipicung,Kuningan,Jawa Barat,2021-04-20 11:42:20.142167,276873
7a91cbdc-2908-4ed5-b6d7-2e57f1c7cc27,2021-04-20 05:44:10,0101000020E61000000F7AFCFF74965B40E8674DA046151CC0,1125,8,pixel,noaa20,Mijen,Semarang,Jawa Tengah,2021-04-20 11:42:20.142167,276868
6c0fdfb1-4e80-43ef-ba30-22c05313e5cd,2021-04-20 05:44:10,0101000020E61000000B300300CD9D5B40B0F3C2DF27CD1BC0,1125,8,pixel,noaa20,Genuk,Semarang,Jawa Tengah,2021-04-20 11:42:20.142167,276871
b8a0b965-3ce9-431f-93d3-2e6cd9b708c6,2021-04-20 05:44:10,0101000020E61000006D4000800EA35B407C0C1480982B1CC0,1125,8,pixel,noaa20,Mranggen,Demak,Jawa Tengah,2021-04-20 11:42:20.142167,276866
c3b58d6c-b127-465c-9ced-ef8678258efd,2021-04-20 05:44:10,0101000020E61000008729FCDF72AF5B40B33DBCDF4F521CC0,1125,8,pixel,noaa20,Godong,Grobogan,Jawa Tengah,2021-04-20 11:42:20.142167,276865
b02535d1-154b-4cd5-8133-084229aa0819,2021-04-20 05:44:10,0101000020E61000006F0C01C031A45B405DE13C20F9241CC0,1125,7,pixel,noaa20,Karangawen,Demak,Jawa Tengah,2021-04-20 11:42:20.142167,276867
35b4ac58-81f4-4041-86ff-80a696b36cf3,2021-04-20 05:44:10,0101000020E61000004600FDDF8DB65B40BBCF12E0CB231BC0,1125,7,pixel,noaa20,Bae,Kudus,Jawa Tengah,2021-04-20 11:42:20.142167,276872
f577222d-f920-4f43-aaf2-264b1eafb48d,2021-04-20 05:44:10,0101000020E61000001BD1034011A35B401BA6F07FCBBC1BC0,1125,8,pixel,noaa20,Sayung,Demak,Jawa Tengah,2021-04-20 11:42:20.142167,276869
5602fe6f-8c75-49ac-b50d-00ff2f1c6782,2021-04-20 05:44:10,0101000020E6100000596DFE5FF5A25B402DE9AC3F57BD1BC0,1125,8,pixel,noaa20,Sayung,Demak,Jawa Tengah,2021-04-20 11:42:20.142167,276870
b4bd677d-e3d8-4ef6-80cc-6e59f7d5f70b,2021-04-20 05:44:10,0101000020E6100000375FFC9F49DA5B40C80FF0FF3EF61BC0,1125,8,pixel,noaa20,Blora,Blora,Jawa Tengah,2021-04-20 11:42:20.142167,276864
6aa7e5c4-6179-4521-a3a2-83a73e412975,2021-04-20 05:44:10,0101000020E610000006D7FDDFA8F85B40EC5711A06CB71EC0,1125,8,pixel,noaa20,Loceret,Nganjuk,Jawa Timur,2021-04-20 11:42:20.142167,276856
c6f881be-bd59-4bc4-9345-f467164d6f4f,2021-04-20 05:44:10,0101000020E610000046820420C9005C406167F1FF362D1FC0,1125,7,pixel,noaa20,Kota Kediri,Kediri,Jawa Timur,2021-04-20 11:42:20.142167,276855
442c7ce1-9448-4f25-aa66-0db02bf5fa51,2021-04-20 05:44:10,0101000020E610000082B8FE9F3B255C403844C3FFA9821DC0,1125,7,pixel,noaa20,Driyorejo,Gresik,Jawa Timur,2021-04-20 11:42:20.142167,276857
773ab2a2-d880-46b6-b1f5-87a518d04108,2021-04-20 05:44:10,0101000020E610000011C8048013A05B40596C30600BB61DC0,1125,8,pixel,noaa20,Ampel,Boyolali,Jawa Tengah,2021-04-20 11:42:20.142167,276863
f5a76caf-db29-4e5e-8c49-9d57ca5f9503,2021-04-20 05:44:10,0101000020E6100000BD49FC1F5A9C5B40144052C04D2D1EC0,1125,8,pixel,noaa20,Srumbung,Magelang,Jawa Tengah,2021-04-20 11:42:20.142167,276862
25362a2d-8bac-46de-8253-4f345cb2c3b2,2021-04-20 05:44:10,0101000020E610000060AAFCDFCFB05B40B08B2640E2451EC0,1125,7,pixel,noaa20,Kartasura,Sukoharjo,Jawa Tengah,2021-04-20 11:42:20.142167,276860
57e5247e-ed3d-4a37-9bbf-f9f7ef098c8c,2021-04-20 05:44:10,0101000020E6100000CED20440CBAC5B4055E408002B271EC0,1125,7,pixel,noaa20,Banyudono,Boyolali,Jawa Tengah,2021-04-20 11:42:20.142167,276861
05f4a52a-b5fc-4c30-ab27-e232ed89a130,2021-04-20 05:44:10,0101000020E610000047E804C0FAB25B40F1F321A0A9501EC0,1125,7,pixel,noaa20,Grogol,Sukoharjo,Jawa Tengah,2021-04-20 11:42:20.142167,276859
d13a0e6e-543a-4a47-b14c-07214403edc6,2021-04-20 05:44:10,0101000020E610000086EAFF7F10BA5B4050DEE8DF05541EC0,1125,8,pixel,noaa20,Jaten,Karanganyar,Jawa Tengah,2021-04-20 11:42:20.142167,276858
89cfcbd3-feb1-47d6-bf44-d0bf82908e38,2021-04-20 05:44:10,0101000020E6100000153902C08AA0584097340C401FA40C40,1125,8,pixel,noaa20,Binjai Kota,Binjai,Sumatera Utara,2021-04-20 11:42:20.142167,276910
79ca6871-a92a-4b32-b410-9d322d613c32,2021-04-20 05:44:10,0101000020E6100000016600A0B1A05840223C5600BEA90C40,1125,8,pixel,noaa20,Binjai Kota,Binjai,Sumatera Utara,2021-04-20 11:42:20.142167,276911
1556ac63-f86d-4777-b367-5da25c6782fa,2021-04-20 05:44:10,0101000020E61000006110FD7FC1AB5940DB94C020C865F13F,1125,8,pixel,noaa20,Rangsang Barat,Kepulauan Meranti,Riau,2021-04-20 11:42:20.142167,276909
fca999fa-a687-4205-8d38-3de478b05fd6,2021-04-20 05:44:10,0101000020E6100000277FFFFF620D5A408158999D0333EA3F,1125,8,pixel,noaa20,Galang,Batam,Kep. Riau,2021-04-20 11:42:20.142167,276908
27532d5f-2528-4ee8-ad78-0d072aa63347,2021-04-20 05:44:10,0101000020E61000008279024099C35E40335DDB1D4A3BE53F,1125,8,pixel,noaa20,Telaga Biru,Gorontalo,Gorontalo,2021-04-20 11:42:20.142167,276907
184a6170-170e-4a9b-ab13-70f2cfb0d6f7,2021-04-19 17:07:24,0101000020E6100000EFB902C067295E406B45DDFFAE5624C0,1125,8,cluster,noaa20,Pahungalodu,Sumba Timur,Nusa Tenggara Timur,2021-04-20 12:42:19.980357,3295427
dcfeb45b-f2c2-403e-b4f2-05841a20a7a9,2021-04-20 04:07:26,0101000020E610000054FC0020DEC3604080984A60EF691AC0,1125,8,cluster,noaa20,Aru Selatan,Kepulauan Aru,Maluku,2021-04-20 12:42:19.980357,3295414
9411994c-5b2c-4ca6-a3ce-b39082770d6e,2021-04-20 04:07:26,0101000020E6100000FC8E02C0C85E6140BEAFFCBF0B0B10C0,1125,8,cluster,noaa20,Libarek,Jayawijaya,Papua,2021-04-20 12:42:19.980357,3295416
33dc413b-b979-4aea-a6cb-e13cfc87e314,2021-04-20 04:07:26,0101000020E6100000FC8E02C0E85C61402AC6B77F7E6E10C0,1125,8,cluster,noaa20,Napua,Jayawijaya,Papua,2021-04-20 12:42:19.980357,3295415
7598ae33-d0b9-4390-a4d6-65f659d18f40,2021-04-19 17:07:24,0101000020E61000003321FF2FEBCE5C406244CB4FE48807C0,1280,8,cluster,noaa20,Lokpaikat,Tapin,Kalimantan Selatan,2021-04-20 12:42:19.980357,3295424
8ffa3c05-7db2-44bb-801d-6d0388a76e56,2021-04-19 17:07:24,0101000020E610000054C9005005F75C4035D2EF4E8091FDBF,1280,8,cluster,noaa20,Batu Sopang,Paser,Kalimantan Timur,2021-04-20 12:42:19.980357,3295419
7055c421-71f4-4645-89db-a768101fdb2f,2021-04-19 17:07:24,0101000020E610000090B402E06BF65C4041B62C5F9711FEBF,1125,8,cluster,noaa20,Batu Sopang,Paser,Kalimantan Timur,2021-04-20 12:42:19.980357,3295421
4c3f96ea-c7a5-4753-878e-818aef2b67eb,2021-04-19 17:07:24,0101000020E610000065030200F4F85C402549C6206605FEBF,1125,8,cluster,noaa20,Batu Sopang,Paser,Kalimantan Timur,2021-04-20 12:42:19.980357,3295420
29725d6a-1265-4471-9172-3a64ce82af74,2021-04-19 17:07:24,0101000020E610000095250020A3165D403848A900EFCF04C0,1125,8,cluster,noaa20,Pamukan Selatan,Baru,Kalimantan Selatan,2021-04-20 12:42:19.980357,3295423
059a1f7f-a812-4d0f-84ba-0d2122fdc89f,2021-04-19 17:07:24,0101000020E6100000C9B8FB7F09215C40572CB8FEE1B7F9BF,1125,8,cluster,noaa20,Antangkalang,Waringin Timur,Kalimantan Tengah,2021-04-20 12:42:19.980357,3295422
c86d483c-e50d-42bd-bdc8-4764bccd8d28,2021-04-19 17:07:24,0101000020E610000032FAFAEFFB765C4029F81A40C74008C0,1280,8,cluster,noaa20,Kahayan Kuala,Pulangpisau,Kalimantan Tengah,2021-04-20 12:42:19.980357,3295426
343b62dd-5bbc-4b17-b519-86c0c132e22d,2021-04-19 17:07:24,0101000020E6100000357B0340538A5B40DBB97A5FA6E702C0,1125,8,cluster,noaa20,Kendawangan,Ketapang,Kalimantan Barat,2021-04-20 12:42:19.980357,3295425
707bd794-f153-48bd-a139-58ce4625d7ab,2021-04-19 18:52:40,0101000020E6100000747DFEFF68005A40D30B253029E40AC0,1280,8,cluster,noaa20,Talang Ubi,Penukal Abab Lematang Ilir,Sumatera Selatan,2021-04-20 12:42:19.980357,3295417
cae6d758-3c18-42c4-b0b7-27594f44276e,2021-04-19 18:52:40,0101000020E61000004F64FF9FB7D45A40C5D9DF9F73DB18C0,1125,8,cluster,noaa20,Rengasdengklok,Karawang,Jawa Barat,2021-04-20 12:42:19.980357,3295418
7fd0a2dd-355a-405a-8eff-fb93c584ee26,2021-04-19 17:07:24,0101000020E6100000EFB902C067295E406B45DDFFAE5624C0,1125,8,pixel,noaa20,Pahungalodu,Sumba Timur,Nusa Tenggara Timur,2021-04-20 12:42:20.241483,276929
12143cff-6f0e-4f3c-921c-63cf39889d8e,2021-04-20 04:07:26,0101000020E610000054FC0020DEC3604080984A60EF691AC0,1125,8,pixel,noaa20,Aru Selatan,Kepulauan Aru,Maluku,2021-04-20 12:42:20.241483,276912
19339ffd-0d7b-4b2a-b3c8-41c4b7f3bed8,2021-04-20 04:07:26,0101000020E6100000FC8E02C0C85E6140BEAFFCBF0B0B10C0,1125,8,pixel,noaa20,Libarek,Jayawijaya,Papua,2021-04-20 12:42:20.241483,276914
8549b859-39df-47df-a7b6-4997fa5b9351,2021-04-20 04:07:26,0101000020E6100000FC8E02C0E85C61402AC6B77F7E6E10C0,1125,8,pixel,noaa20,Napua,Jayawijaya,Papua,2021-04-20 12:42:20.241483,276913
44f086bf-b269-41db-b651-539905b4e408,2021-04-19 17:07:24,0101000020E61000002EBCFD7FFDCE5C402921BB7FEA8707C0,1125,8,pixel,noaa20,Lokpaikat,Tapin,Kalimantan Selatan,2021-04-20 12:42:20.241483,276925
e781cf88-4bd8-42fa-a0e5-8a4e2e5a7fbd,2021-04-19 17:07:24,0101000020E6100000388600E0D8CE5C409A67DB1FDE8907C0,1125,8,pixel,noaa20,Lokpaikat,Tapin,Kalimantan Selatan,2021-04-20 12:42:20.241483,276924
9097995a-ac88-4ab8-a62a-7c35b56c1607,2021-04-19 17:07:24,0101000020E6100000FA28022017F75C407BB3D5FE3191FDBF,1125,8,pixel,noaa20,Batu Sopang,Paser,Kalimantan Timur,2021-04-20 12:42:20.241483,276918
ba2a8f38-2c50-4328-9c7c-817739823305,2021-04-19 17:07:24,0101000020E6100000AD69FF7FF3F65C40F0F0099FCE91FDBF,1125,8,pixel,noaa20,Batu Sopang,Paser,Kalimantan Timur,2021-04-20 12:42:20.241483,276919
1a8b1e24-1ead-40e7-9414-6ef2c73e59ff,2021-04-19 17:07:24,0101000020E610000090B402E06BF65C4041B62C5F9711FEBF,1125,8,pixel,noaa20,Batu Sopang,Paser,Kalimantan Timur,2021-04-20 12:42:20.241483,276921
a2504e30-5712-4715-8105-bf68c83d0566,2021-04-19 17:07:24,0101000020E610000065030200F4F85C402549C6206605FEBF,1125,8,pixel,noaa20,Batu Sopang,Paser,Kalimantan Timur,2021-04-20 12:42:20.241483,276920
a5e6df78-25cf-4de7-a7a7-90aecbd15218,2021-04-19 17:07:24,0101000020E610000095250020A3165D403848A900EFCF04C0,1125,8,pixel,noaa20,Pamukan Selatan,Baru,Kalimantan Selatan,2021-04-20 12:42:20.241483,276923
4a7074e9-66fd-46cb-abbd-ec1858c500d8,2021-04-19 17:07:24,0101000020E6100000C9B8FB7F09215C40572CB8FEE1B7F9BF,1125,8,pixel,noaa20,Antangkalang,Waringin Timur,Kalimantan Tengah,2021-04-20 12:42:20.241483,276922
607f880b-b02d-4069-95f3-401803edeff3,2021-04-19 17:07:24,0101000020E6100000ABDCFA9FF2765C4086D616E0B34408C0,1125,8,pixel,noaa20,Kahayan Kuala,Pulangpisau,Kalimantan Tengah,2021-04-20 12:42:20.241483,276928
8ebcf835-ff1c-4f84-a293-802742899a2d,2021-04-19 17:07:24,0101000020E6100000B917FB3F05775C40CC191FA0DA3C08C0,1125,8,pixel,noaa20,Kahayan Kuala,Pulangpisau,Kalimantan Tengah,2021-04-20 12:42:20.241483,276927
49fdbf8a-6557-4a45-9dd8-c8f4c0d623db,2021-04-19 17:07:24,0101000020E6100000357B0340538A5B40DBB97A5FA6E702C0,1125,8,pixel,noaa20,Kendawangan,Ketapang,Kalimantan Barat,2021-04-20 12:42:20.241483,276926
6a88d48b-c6cd-432b-981d-988e672981d9,2021-04-19 18:52:40,0101000020E61000001EDC00E056005A40FE2FF03FA6E30AC0,1125,8,pixel,noaa20,Talang Ubi,Penukal Abab Lematang Ilir,Sumatera Selatan,2021-04-20 12:42:20.241483,276916
b8d966c2-b55a-4c0a-a203-5b45fff34ec6,2021-04-19 18:52:40,0101000020E6100000CA1EFC1F7B005A40A8E75920ACE40AC0,1125,8,pixel,noaa20,Talang Ubi,Penukal Abab Lematang Ilir,Sumatera Selatan,2021-04-20 12:42:20.241483,276915
e1b94023-4e3f-4be5-8508-655819726521,2021-04-19 18:52:40,0101000020E61000004F64FF9FB7D45A40C5D9DF9F73DB18C0,1125,8,pixel,noaa20,Rengasdengklok,Karawang,Jawa Barat,2021-04-20 12:42:20.241483,276917
dee3d5fd-16e2-4e8e-b71b-6b706879f110,2021-04-19 06:04:31,0101000020E6100000BA7DFBDF76EE5D402DFF086056F622C0,1125,8,cluster,noaa20,Umbu Ratu Nggay,Sumba Tengah,Nusa Tenggara Timur,2021-04-20 13:42:20.075911,3295428
690c9e4f-4eb2-473e-a063-46a2ea1b814d,2021-04-19 06:04:31,0101000020E6100000AC03FFDF01F95C406DD06E5FCDE207C0,1125,8,cluster,noaa20,Kelumpang Hulu,Baru,Kalimantan Selatan,2021-04-20 13:42:20.075911,3295435
4ffba603-a2f8-40de-908a-38f052696445,2021-04-19 06:04:31,0101000020E610000071B1FDBF45FA5C409F76B64FE06C08C0,1280,8,cluster,noaa20,Kelumpang Hulu,Baru,Kalimantan Selatan,2021-04-20 13:42:20.075911,3295434
8f37bb20-39bd-44e3-b468-749c45c5ebe0,2021-04-19 06:04:31,0101000020E6100000676753D550C95D40150647F513C506C0,1399,8,cluster,noaa20,Buntumalangka,Mamasa,Sulawesi Barat,2021-04-20 13:42:20.075911,3295433
f926913a-a75e-47e2-b98a-c7989d776231,2021-04-19 06:04:31,0101000020E6100000ABDCFA9F325F5C40B63CC560B40DF7BF,1125,8,cluster,noaa20,Manuhing,Gunung Mas,Kalimantan Tengah,2021-04-20 13:42:20.075911,3295450
e4511924-4336-4d11-a8de-68dd3f18cf75,2021-04-19 06:04:31,0101000020E61000009D8902E08CC45B4093186780C97D04C0,1125,7,cluster,noaa20,Manisamata,Ketapang,Kalimantan Barat,2021-04-20 13:42:20.075911,3295441
37bee9d1-d11e-4517-92af-911771a54e78,2021-04-19 06:04:31,0101000020E61000007CA20460F09C5B40491D709F4D3500C0,1125,8,cluster,noaa20,Matan Hilir Selatan,Ketapang,Kalimantan Barat,2021-04-20 13:42:20.075911,3295449
68c25ae6-a456-4fc1-943c-3dd145b8d0b4,2021-04-19 06:04:31,0101000020E61000008CC1FD5FB9A25B402124875F1C1205C0,1280,8,cluster,noaa20,Kendawangan,Ketapang,Kalimantan Barat,2021-04-20 13:42:20.075911,3295443
98cc93f2-1487-4b69-8807-5489043da017,2021-04-19 06:04:31,0101000020E610000046C100806BA85B40532D96E0DC0005C0,1125,8,cluster,noaa20,Kendawangan,Ketapang,Kalimantan Barat,2021-04-20 13:42:20.075911,3295442
2c8a955e-d2d1-4ca6-960d-cafb53af0469,2021-04-19 06:04:31,0101000020E6100000811302A067E85A4091F571C0F04A09C0,1125,8,cluster,noaa20,Membalong,Belitung,Kep. Bangka Belitung,2021-04-20 13:42:20.075911,3295440
40ed9678-d3e8-4db1-a57d-be45eb8a33ec,2021-04-19 06:04:31,0101000020E61000006F0C01C031EF5A4003E0E9DF3F0F08C0,1125,8,cluster,noaa20,Membalong,Belitung,Kep. Bangka Belitung,2021-04-20 13:42:20.075911,3295444
a99fe494-9175-4893-a840-d8c96eb626f7,2021-04-19 06:04:31,0101000020E6100000645E0500E0BA594043CBBA7F2C940AC0,1125,8,cluster,noaa20,Lubuklinggau Selatan,Lubuk Linggau,Sumatera Selatan,2021-04-20 13:42:20.075911,3295447
f4636ba7-0e79-4646-bb6a-beda730077b2,2021-04-19 06:04:31,0101000020E610000090B402E02B3C5A40C727E81F12F808C0,1125,8,cluster,noaa20,Banyuasin I,Banyuasin,Sumatera Selatan,2021-04-20 13:42:20.075911,3295445
c8325ad1-8ea9-4149-9935-407ce64b42f9,2021-04-19 06:04:31,0101000020E6100000CF7701405F745A40A1B9903FFF2202C0,1125,8,cluster,noaa20,Mendo Barat,Bangka,Kep. Bangka Belitung,2021-04-20 13:42:20.075911,3295451
884db3e4-2f71-48b1-b2f0-f464637877c5,2021-04-19 06:04:31,0101000020E61000006A74FF3F2B995A405C3AA420919106C0,1125,8,cluster,noaa20,Air Gegas,Bangka Selatan,Kep. Bangka Belitung,2021-04-20 13:42:20.075911,3295446
eda3c6b3-a3b2-450c-9307-3308f8bba8a9,2021-04-19 06:04:31,0101000020E610000075E3FE9F1A7E5A4044B467E0914A06C0,1125,8,cluster,noaa20,Simpang Rimba,Bangka Selatan,Kep. Bangka Belitung,2021-04-20 13:42:20.075911,3295448
a2289cc0-e6b9-494f-97dc-78dc2ee75859,2021-04-19 06:04:31,0101000020E61000004E250340953D5A404CAF2880BDB511C0,1125,8,cluster,noaa20,Negeri Besar,Way Kanan,Lampung,2021-04-20 13:42:20.075911,3295437
99725e32-a3b5-4255-87b7-bd3a95ca9193,2021-04-19 06:04:31,0101000020E6100000BA3EFF7F14665A40D204062020A511C0,1125,8,cluster,noaa20,Gedung Meneng,Tulangbawang,Lampung,2021-04-20 13:42:20.075911,3295436
12dda5dd-5265-4894-aacd-ed35c007f394,2021-04-19 06:04:31,0101000020E6100000153902C04AF05940728068FF66EE0DC0,1125,8,cluster,noaa20,Merapi,Lahat,Sumatera Selatan,2021-04-20 13:42:20.075911,3295439
43c44578-5e1c-44b6-a27b-7b918a9f30b7,2021-04-19 06:04:31,0101000020E6100000AA5E02E0EDA859405B3C402065A610C0,1125,8,cluster,noaa20,Talo,Seluma,Bengkulu,2021-04-20 13:42:20.075911,3295438
a13936fa-0d01-46ef-a417-0b060e0f6e42,2021-04-19 06:04:31,0101000020E610000085C3FB3F01BF5A404D3EC95F52C718C0,1125,8,cluster,noaa20,Medan Satria,Bekasi,Jawa Barat,2021-04-20 13:42:20.075911,3295432
2304fa02-0ed0-4b4d-ac9a-c8e854cbb3bc,2021-04-19 06:04:31,0101000020E610000011C8048093E75A408BF1ED9F9FDC1BC0,1125,8,cluster,noaa20,Dayeuh Kolot,Bandung,Jawa Barat,2021-04-20 13:42:20.075911,3295431
